N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
GloveModel1,500,1,1,0.8396214970277811,0.8033089564769983,0.8043680107307911,0.2756563245823389,0.6390228119805951,0.3656244066723369
GloveModel2,500,2,1,0.8427756884629383,0.8047317342716115,0.8157021302145604,0.3502386634844869,0.5358183795304575,0.39581420096137504
GloveModel3,500,3,1,0.8408346475797647,0.8040423131528466,0.8137638654786244,0.33890214797136037,0.5071682173428127,0.37713210550151266
GloveModel4,500,1,2,0.8853572728375592,0.8688914092968234,0.8733746903710431,0.5334128878281623,0.7066862326328228,0.5909339669127164
GloveModel5,500,2,2,0.9018561203445348,0.8968388985818595,0.8982680118291738,0.6402147971360382,0.7935231402165578,0.702701380990099
GloveModel6,500,3,2,0.8976100934125925,0.8885553710088262,0.8907486179841264,0.5769689737470167,0.7631046478675803,0.6509030891275556
GloveModel7,800,1,2,0.8837801771199806,0.8657057161128958,0.8695905332127442,0.5214797136038186,0.7362254468913352,0.59206973351056
GloveModel8,800,2,2,0.8945772170326337,0.9023705219276337,0.8970806983556665,0.684964200477327,0.7990995720586213,0.7333441118017956
GloveModel9,800,3,2,0.8857212180031542,0.9066491064457736,0.8924050589469559,0.6766109785202864,0.7753721279870402,0.7126107867623734
